ABCC3	1	1	2	0	1	2	2	0	1	0	1	1	0	2	2	0	2	0	2	1	2	2	1	1	1	1	1	2	2	2	0	0	2	0	0	0	0	0	1	2	1	0	1	1	2	2	2	1	2	1	1	2	2	1	1	0	1	2	1	0	2	1	2	2	2	2	2	2	1	2	1	0	2	0	1	1	1	2	2	2	1	1	2	2	1	2	2	1	0	0	0	0	1	1	1	2	1	1	2	0	2	2	1	0	2	2	1	2	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	0	2	2	2	0	0	2	2	1	2	1	2	0	1	2	2	2	1	2	1	1	2	0	2	0	2	1	1	1	0	2	2	1	2	2	1	2	2	1	2	0	2	0	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
ABCG1	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	2	2	2	2	0	2	1	0	0	0	2	2	1	2	0	0	2	2	0	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	2	2	2	2	1	0	2	0	2	0	0	0	0	0	2	1	2	1	2	2	2	0	0	0	1	2	0	0	2	0	1	0	1	1	0	1	0	0	0	2	0	2	1	1	2	0	0	0	1	0	1	2	1	0	0	0	0	2	0	0	2	0	0	0	0	2	1	2	0	1	2	0	0	2	0	1	2	2	2	2	0	2	2	2	0	2	1	0	2	0	0	0	1	2	0	2	2	1	2	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	2	2	0	1	2	2	2	2	0	2	0	1	2	0	0	2	0	0	0
ABHD2	2	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	2	1	2	1	1	0	1	2	2	0	1	0	1	0	1	2	2	1	1	2	2	0	1	1	0	1	0	2	0	0	0	0	2	2	0	2	0	0	2	0	1	1	1	2	2	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	1	0	2	2	1	2	2	0	0	1	0	2	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	2	1	2	1	2	1	1	0	2	1	0	0	1	1	2	1	0	0	1	1	1	1	0	2	1	0	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	2	0	0	0	0	2	2	2	1	1	1	1	2	1	1	0	1	0	0	2	0	0	1	1	0	0	0	2
ACPP	2	0	2	0	2	1	1	1	2	1	2	0	2	1	2	2	2	1	2	1	2	0	2	2	1	1	1	0	2	0	0	2	0	2	0	2	1	2	1	2	0	2	2	2	0	2	1	1	1	1	0	2	2	2	2	1	1	0	2	0	1	1	1	2	2	2	2	2	2	2	2	0	1	2	2	0	1	2	1	2	2	0	1	1	2	1	1	2	2	0	2	0	0	1	0	1	1	0	1	1	2	1	2	2	1	0	0	2	2	0	1	2	2	1	0	2	2	2	0	1	1	0	0	1	2	1	0	1	1	2	2	0	0	0	1	0	1	2	0	0	2	2	2	1	0	2	2	2	1	2	0	2	2	0	0	0	1	2	2	1	2	1	2	0	2	2	2	2	2	2	2	1	0	2	1	2	1	2	1	1	1	2	1	2	0	1	2	1	1
ADAM28	0	2	2	0	2	0	2	1	1	0	0	2	2	1	2	2	1	0	1	0	2	1	2	1	0	0	0	2	1	0	2	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	2	0	0	0	2	0	0	0	0	2	0	2	0	2	2	2	2	2	1	0	1	1	0	1	2	2	0	2	0	2	0	2	2	1	2	2	2	0	1	0	1	2	0	1	1	0	2	2	1	1	2	2	2	2	1	1	0	2	2	2	0	2	1	1	1	2	2	2	0	2	1	2	2	2	2	2	2	1	2	2	1	2	1	0	0	1	1	2	0	2	2	1	0	0	2	0	2	0	0	2	0	0	0	2	1	1	0	2	1	2	2	2	2	1	1	2	0	1	0	2	1	0	2	0	2	1	2	0	1	0	2	2	2	1	0	2	0	2	2	0
ADAMDEC1	2	0	2	1	0	1	2	0	1	1	2	0	0	1	0	1	0	1	0	1	0	0	0	0	2	1	2	0	2	2	2	1	2	1	2	2	1	1	0	2	2	0	1	1	1	2	2	1	2	2	2	2	1	0	2	1	1	0	0	0	1	1	1	2	0	1	2	0	2	0	0	2	0	2	2	2	0	1	2	0	1	1	2	2	2	1	2	2	2	1	0	0	0	2	2	0	1	0	2	0	2	2	2	0	0	0	2	2	1	0	1	1	0	2	0	2	0	1	0	2	0	2	0	1	1	2	0	2	2	0	2	1	0	1	0	2	1	2	2	0	1	2	1	2	0	0	0	2	1	0	2	1	2	2	2	0	0	0	2	1	2	1	2	0	2	2	2	1	2	2	0	2	1	2	2	2	0	2	1	0	2	0	1	2	0	0	2	2	1
ADCY7	1	0	0	0	2	1	2	2	0	0	0	2	0	2	0	2	2	1	0	0	0	0	0	2	0	0	1	2	0	0	2	2	0	0	0	0	2	1	2	2	0	1	0	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	2	2	0	0	2	2	0	0	2	0	0	0	0	0	2	0	0	2	2	0	0	2	2	0	0	2	1	0	2	0	0	0	0	0	0	1	2	1	0	2	2	0	0	2	2	0	0	0	2	2	2	1	2	1	2	0	2	0	2	0	2	0	0	1	0	2	2	0	0	0	2	2	1	2	1	2	2	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	1	2	1	2	1	2
ADORA2B	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	2	1	2	1	1	1	0	2	2	0	1	0	0	2	2	2	2	2	2	2	0	1	2	1	1	2	2	1	0	2	2	0	0	1	1	2	1	0	2	2	1	0	1	2	2	0	2	2	2	2	2	1	0	2	2	0	2	1	1	2	2	2	1	1	0	2	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	0	2	2	0	1	1	1	1	0	0	2	2	0	2	1	1	2	2	1	1	2	2	1	2	2	0	1	1	0	1	1	2	1	1	1	2	2	2	1	1	0	0	2	1	2	1	2	1	1	0	1	2	0	2	1	2	1	1	2	1	2	2	2	2	2	1	2	1	0	1	1	0	2	2	0	1	2	2	1	2	1	1	2	2	1	1	0	1	0	2
ADORA3	2	1	0	1	1	0	0	1	2	0	0	0	1	0	2	0	0	2	0	0	1	0	2	1	0	0	1	2	2	1	2	2	0	2	0	1	1	0	1	1	1	2	0	0	0	2	2	2	0	0	0	0	0	0	1	2	2	0	1	1	2	2	1	0	1	0	0	1	1	0	2	1	0	2	1	0	1	0	0	1	2	1	0	2	0	0	0	2	1	2	1	1	0	0	2	1	2	1	2	2	0	0	0	2	0	0	1	1	2	1	2	2	0	0	2	0	0	1	1	2	1	1	0	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	2	0	2	1	0	2	0	0	2	2	2	0	1	2	1	0	2	1	0	1	1	0	1	1	0	2	1	0	0	2	1	1	1	2	0	0
AIF1	1	2	2	2	2	1	0	0	1	1	2	2	2	1	1	0	1	0	2	1	2	2	0	0	0	1	2	1	1	1	0	1	2	1	2	2	1	0	1	0	2	1	0	1	1	0	1	0	0	1	1	1	1	2	2	1	1	2	2	2	1	0	0	1	1	2	1	0	2	0	1	2	1	2	1	1	2	0	1	1	2	1	1	1	1	1	1	0	2	1	0	1	2	1	2	1	0	2	1	0	1	1	1	0	0	2	2	2	1	1	1	2	1	1	1	1	2	0	2	0	2	1	2	1	2	1	1	0	0	0	1	0	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	0	1	2	1	1	2	1	2	1	0	2	1	1	1	1	2	0	1	1	1	2	2	0	1	1	1	1	2	1	0	0	1	1	1	0	2	2	1	2	1	1
