ABCC3	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	2	0	0	2	0	0	2	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	2	2	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	2	2	2	2	2	0	0	2	2	0	2	0	2	2	0	0	2	0	2	0	2	2	0	0	2	0	2	2	0	0	0	0	0	2	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0
ABCG1	1	2	1	2	0	2	0	2	2	2	1	2	0	2	2	1	0	1	0	2	0	0	2	1	2	2	0	2	2	0	2	1	1	0	2	1	1	1	0	2	1	2	0	2	2	0	0	2	0	1	0	1	2	1	1	0	0	0	0	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	0	0	2	0	0	1	2	1	2	1	2	2	0	1	2	0	1	1	0	2	0	2	2	1	0	0	0	0	0	2	1	2	2	1	1	1	2	0	2	1	2	0	2	0	1	0	1	0	1	1	2	2	2	0	2	2	1	1	1	2	2	2	1	0	1	2	0	1	1	2	2	1	0	2	1	0	2	2	1	2	2	1	0	0	0	2	1	0	2	2	2	2	0	2	1	0	2	2	2	2	2	0	1	1	1	2	2	1	2	0	2	0	2	1	2
ABHD2	0	1	0	1	2	1	1	0	1	0	0	0	0	1	2	0	2	0	1	1	0	1	2	0	1	1	1	0	1	1	0	0	0	1	2	0	0	0	1	1	0	1	1	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	1	0	2	1	2	1	0	1	0	1	1	2	2	1	1	0	0	2	1	2	0	0	0	1	1	1	1	1	1	1	1	2	0	0	2	1	0	0	1	1	1	2	1	2	1	0	0	1	1	0	0	1	2	2	1	0	2	2	1	2	1	1	1	0	0	0	0	0	0	2	1	1	0	1	1	2	1	1	0	2	1	0	2	0	0	0	2	0	1	1	0	1	2	1	0	1	1	1	1	2	2	1	0	2	0	0	1	1	1	0	1	2	0	2	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1
ACPP	1	2	0	2	0	0	1	2	0	1	2	1	1	0	2	0	2	1	2	1	0	0	2	0	0	0	1	1	0	1	0	1	1	1	2	1	1	0	2	0	1	0	0	0	0	1	1	2	0	1	0	2	1	2	0	0	1	0	1	0	0	0	0	0	1	2	1	0	2	2	2	0	2	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	1	1	0	0	0	1	1	2	2	1	0	1	0	1	1	0	0	2	0	0	2	2	1	1	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	2	0	0	0	0	2	0	2	1	2	1	2	0	2	2	0	0	0	1	1	1	0	0	1	2	2	1	0	1	1	2	1	0	2	0	0	0	0	2	1	0	0	1	0	0
ADAM28	2	0	1	1	2	1	1	2	2	0	2	2	1	0	0	0	1	2	1	2	1	0	0	0	1	1	0	1	2	2	0	0	2	2	1	1	0	0	1	1	2	1	0	2	2	2	1	1	0	0	0	1	2	2	1	2	0	2	0	0	1	0	0	1	0	2	2	1	1	0	1	1	1	2	2	2	2	1	1	1	2	2	0	1	1	1	1	0	2	1	1	2	2	1	1	1	1	1	2	2	0	0	0	0	0	1	1	1	0	1	2	1	1	1	0	0	1	2	1	2	0	1	1	2	1	0	0	1	1	1	2	0	1	0	1	2	2	2	0	2	0	1	1	2	1	2	2	1	2	1	0	1	1	1	1	0	1	1	1	1	0	2	1	0	0	1	1	2	1	1	2	0	2	1	0	2	2	0	1	2	1	1	2	0	2	1	2	2	1
ADAMDEC1	1	2	0	2	2	2	1	0	0	2	0	0	1	0	1	2	2	1	0	0	0	0	0	2	0	2	1	0	2	2	0	1	2	2	2	1	2	2	0	2	2	2	2	2	0	0	2	2	2	1	0	2	2	2	2	0	2	1	2	2	2	2	2	0	2	1	1	2	1	2	2	2	1	0	2	2	2	1	0	1	2	2	1	0	2	1	1	2	1	2	2	2	0	1	2	2	2	2	0	0	1	0	1	1	1	2	0	2	2	2	0	2	1	2	0	1	1	1	0	2	2	2	0	2	1	2	2	0	0	0	0	2	1	0	2	0	0	0	1	2	0	2	1	1	2	2	0	2	1	2	2	2	0	0	1	1	2	1	0	0	1	0	2	2	2	1	1	2	0	0	1	0	0	2	0	1	1	0	1	0	2	1	2	0	1	0	2	0	2
ADCY7	0	2	2	2	0	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	2	1	1	1	0	1	1	2	2	1	2	1	1	2	1	1	0	1	1	1	2	1	1	0	2	1	0	1	2	2	2	1	1	0	2	2	2	2	0	1	1	0	2	2	2	0	2	1	1	1	1	2	0	1	2	1	0	1	2	1	2	1	1	1	1	1	1	0	1	2	1	1	0	1	0	2	1	1	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	0	2	0	1	1	1	2	2	1	2	1	2	2	1	1	1	1	2	1	2	1	1	0	2	1	2	2	2	1	2	0	1	1	1	2	0	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	0	0	2	1	1	1	0	2	1	1	1	1	2	2	1	1	1	1	0	2	1
ADORA2B	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	1	2	2	1	0	0	0	2	2	1	0	2	1	2	0	1	2	2	0	2	2	2	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	2	1	2	2	2	2	2	0	2	2	2	0	0	1	0	0	2	0	0	2	0	2	2	2	0	0	2	0	0	2	0	1	0	0	2	0	0	0	1	1	0	0	2	0	0	2	2	2	2	0	0	0	1	2	0	0	0	0	0	2	2	2	2	2	0	2	0	2	0	2	1	0	0	1	0	2	0	0	1	0	1	0	1	1	0	2	0	2	1	1	1	0	0	0	2	0	1	2	0	0	0	0	2	1	2	0	0	1	2	0	2	2	0	2	0	0	1	0	2	0	2	2	1	2	2	0	2	0	0	0	1	2	2	0	0	1	0
ADORA3	1	0	1	2	0	2	2	1	1	2	2	1	1	0	2	1	2	2	2	2	2	1	0	2	0	1	2	1	2	1	0	2	2	0	0	1	2	0	0	2	2	2	0	1	2	1	2	1	2	1	2	2	2	2	1	2	0	1	0	2	0	2	0	2	2	1	1	2	1	2	2	2	1	2	2	2	2	1	0	1	1	2	1	1	2	1	0	1	1	0	1	1	0	1	1	1	2	0	1	2	2	2	2	0	1	2	2	2	2	2	2	2	2	0	0	2	2	0	0	1	0	2	2	2	1	2	2	0	0	0	2	1	1	0	2	1	2	2	0	1	0	2	2	2	0	2	1	2	1	2	1	2	2	2	0	2	2	1	0	0	2	0	2	1	1	1	1	2	2	0	2	0	2	2	0	2	1	0	1	0	1	1	1	0	1	2	0	2	2
AIF1	2	1	0	1	0	0	2	1	0	1	1	0	2	0	0	0	1	2	1	2	0	0	1	0	0	1	2	0	2	0	1	0	0	2	0	0	2	1	1	0	2	0	1	2	0	1	2	1	1	2	0	0	2	2	0	1	0	0	2	1	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	2	1	2	1	0	0	0	0	2	0	1	2	2	1	0	2	0	0	1	0	0	0	1	1	1	1	0	0	0	0	2	1	0	2	0	1	1	0	2	1	0	1	0	1	2	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	2	1	0	0	0	1	2	2	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	2	1	0	2	0	2	2	0	2	0	1	2	0	2	0	0	1	0	2	2	2	0
