ABCC3	0	2	2	2	2	0	2	2	0	2	2	0	0	0	2	2	2	2	0	2	2	2	0	0	2	0	0	2	2	2	2	0	0	2	2	2	2	2	2	0	0	0	0	0	2	2	2	2	0	0	2	0	0	0	0	0	2	2	0	2	0	2	2	2	2	2	2	2	0	2	0	2	0	2	2	2	2	0	0	0	2	2	2	2	0	0	0	2	0	2	0	2	2	2	2	0	2	2	2	2	0	2	2	2	0	2	2	0	2	0	2	2	2	2	2	2	2	2	0	2	0	0	0	2	2	2	2	0	2	2	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	0	0	0	2	0	2	2	0	2	0	0	2	0	2	2	2	0	2	2	0	0	2	0	0	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	0	0	0	2	2	0	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	2	2	0	2	0	0	2	2	2	0	2	0	2	2	2	2	0	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	2	2	0	0	0	2	2	2	0	2	2	0	2	0	0	2	0	2	2	2	2	0	0	0	0	2	0	0	2	2	2	2	0	2	0	0	2	2	2	0	2	2	0	2	2	0	2	2	2	0	0	2	2	0	2	0	0	2	2	2	2	0	0	0	2	2	2	2	0	0	0	0	2	0	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	0	0	2	2	2	0	2	2	2	2	0	0	0	2	0	0	0	2	0
ABCG1	1	0	0	2	1	0	0	0	0	1	2	0	0	0	1	1	0	1	1	0	0	1	2	0	0	0	1	2	0	0	2	0	0	1	0	1	1	0	1	2	2	1	0	2	0	2	0	2	0	1	0	2	2	2	1	0	1	0	1	1	1	2	0	0	0	1	2	0	0	1	1	1	2	0	1	0	0	2	1	0	0	2	0	0	1	2	1	0	0	0	0	0	0	2	1	0	2	2	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0	2	0	2	0	1	0	1	0	0	0	0	1	2	0	0	1	2	1	1	0	0	1	2	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0	2	2	0	2	2	0	0	2	2	2	0	1	2	0	1	2	0	2	1	0	1	2	0	2	2	0	1	0	1	2	2	2	1	0	2	1	1	2	0	1	0	0	2	0	0	1	2	1	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	2	0	0	1	0	1	1	1	1	1	0	0	1	0	2	2	1	1	2	0	1	2	1	0	0	0	0	0	2	1	0	2	0	1	1	1	1	2	2	1	2	1	0	0	0	0	1	1	0	2	2	2	0	2	0	0	2	2	0	0	1	0	2	0	1	1	0	0	2	0	1	0	1	0	0	1	0	2	0	0	0	2	0	1	2	2	2	0	2	0	1	1	1	2	2	0	0	0	1	2	0	0	2	1	1	1	0	0	0	1	0	2	1	1	2	1	0	1	1	2	1	0	2	2	2	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	1	0	1	2	0	0	1	2
ABHD2	0	2	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	2	0	0	1	0	1	1	1	0	0	2	0	1	1	2	0	1	0	0	1	1	0	1	2	0	0	1	1	1	2	0	2	0	0	0	2	1	0	0	0	0	0	1	0	2	1	1	0	0	2	2	1	0	0	1	2	1	1	1	1	1	2	1	1	1	1	0	0	1	0	1	1	1	2	1	1	2	0	0	0	2	1	0	2	1	1	0	0	1	1	0	1	0	1	1	2	1	0	0	1	0	2	0	2	1	0	2	2	2	1	2	0	1	0	1	2	1	0	1	0	1	1	1	2	0	2	2	2	1	2	1	1	2	2	1	1	1	2	2	2	0	1	0	1	2	1	0	2	0	0	2	1	2	0	2	2	2	1	2	2	1	0	1	0	1	1	1	1	2	0	0	1	1	2	0	0	2	1	0	2	1	1	1	2	2	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	2	2	0	1	1	2	0	0	0	0	0	0	1	1	0	2	2	1	1	2	1	0	1	0	2	1	1	2	0	1	1	1	0	2	0	0	1	1	2	0	1	1	0	0	2	1	1	0	1	2	1	2	2	1	1	1	1	1	2	0	2	0	1	2	1	1	1	2	0	1	1	0	1	0	1	1	0	2	0	2	0	1	1	1	0	0	1	2	1	0	2	0	0	0	1	2	1	1	1	0	1	1	0	2	0	0	1	0	1	1	2	2	0	0	0	1	0	1	0	0	0	1	1	2	2	1	0	2	1	0	0	1	0	1	0	0	0	1	1	0	2	1	0	2	1	1	1	1	2	0	2	0	0	1	1	0	2
ACPP	0	1	0	2	0	0	2	0	2	0	2	0	0	0	0	0	2	0	0	0	1	2	2	1	0	0	0	1	2	0	0	0	2	0	2	1	0	1	2	2	0	2	0	0	2	0	1	0	1	0	2	0	0	1	2	2	2	0	0	0	1	0	0	0	2	0	1	0	2	0	2	2	0	0	0	0	1	2	0	1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	1	2	0	1	0	0	2	0	1	2	1	2	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	2	0	2	2	2	0	1	0	1	2	0	0	0	1	1	1	2	2	0	1	1	0	0	0	2	1	0	2	0	1	1	1	2	1	0	0	1	2	0	1	0	2	1	2	0	2	1	1	1	0	1	0	0	1	0	0	2	2	0	0	1	2	0	1	0	0	2	2	1	2	0	0	0	2	0	1	1	1	1	2	0	0	0	0	2	2	0	1	0	0	2	0	2	0	2	0	2	2	2	0	0	1	0	2	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	2	1	2	0	0	2	0	0	0	2	1	0	2	0	2	0	0	0	1	2	1	1	1	0	0	0	1	2	0	0	2	0	0	0	0	1	0	1	0	0	1	0	1	1	1	2	2	0	0	1	2	0	0	2	0	0	1	2	1	1	0	0	1	0	1	0	0	0	1	2	0	1	1	0	0	1	0	0	0	2	0	2	0	0	2	0	0	1	0	0	0	2	2	2	0	2	1	2	1	0	0	1	0	0	0	2	2	0	2	0	0	0	2	2	2	0	2	1	0	2	0	2	0	0	0	1	1	1	2	2	1	1	0	1
ADAM28	0	0	0	0	0	1	1	0	2	1	0	2	0	0	2	0	0	2	1	0	2	2	0	0	1	1	0	0	0	0	2	1	2	2	0	0	0	0	0	1	2	2	1	2	0	1	1	2	0	1	0	0	0	1	0	2	2	2	1	0	1	2	0	0	2	0	2	0	0	2	2	2	1	0	1	1	0	1	0	0	1	1	0	1	2	2	0	2	1	0	0	1	1	2	2	2	2	2	2	2	2	2	1	1	0	1	0	1	0	1	0	0	1	1	0	2	0	0	2	0	1	0	1	2	0	2	0	1	2	2	1	0	0	0	0	2	2	0	0	0	0	2	0	0	2	1	0	2	0	0	2	0	1	0	2	0	2	2	0	2	2	1	1	1	0	0	2	2	0	0	2	1	0	1	2	2	0	2	2	0	2	1	0	1	1	2	2	2	0	1	2	2	0	0	1	2	1	1	2	0	2	2	2	1	0	2	0	0	0	2	1	0	2	2	0	0	0	2	0	0	0	0	2	2	2	0	2	1	1	0	2	0	0	0	0	1	0	1	0	1	0	2	2	0	2	0	1	2	0	1	2	0	0	0	2	0	2	1	0	1	2	0	2	0	2	0	2	0	1	2	0	1	2	1	0	2	2	0	2	2	0	2	0	2	0	0	0	2	1	1	0	0	1	1	0	0	1	2	0	2	0	2	2	2	1	0	2	1	0	0	0	2	0	1	2	0	0	0	2	2	2	0	2	0	2	2	1	0	0	2	0	2	2	0	1	2	2	1	2	0	0	0	2	0	2	0	0	1	0	2	2	2	0	0	2	2	1	0	0	0	0	2	1	1	1	2	0	2	0	2	1	1	0	1	2	1	0	2	2
ADAMDEC1	2	0	2	2	0	1	0	2	0	1	0	2	0	2	0	0	1	1	1	1	0	1	2	2	2	1	0	0	2	0	2	1	1	0	1	2	2	2	0	1	1	2	1	0	0	2	0	1	1	0	1	0	0	1	1	2	0	0	0	0	0	0	1	1	2	1	0	0	0	2	0	1	0	0	0	2	0	0	1	0	1	2	0	1	1	1	0	0	2	0	1	1	2	0	0	2	1	2	2	1	2	0	1	2	1	0	0	0	1	0	2	1	0	0	0	2	2	2	2	0	2	1	1	2	1	0	0	0	1	0	1	1	2	0	1	2	0	2	0	0	0	2	0	0	2	0	1	2	0	1	1	0	1	1	2	0	2	1	0	0	2	1	1	0	2	0	0	2	1	1	1	1	0	0	2	0	0	0	2	0	2	1	1	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	1	1	0	0	1	1	2	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	1	2	0	1	1	0	1	0	2	0	1	0	2	0	1	0	1	2	1	2	2	1	2	1	0	0	1	2	1	0	1	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	1	2	1	0	0	2	0	2	1	0	0	2	1	1	0	2	0	2	2	1	1	2	0	0	1	1	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	2	0	0	1	1	0	2	1	1	0	0	1	2	2	0	0	1	1	0	1	2	0	0	0	2	0	2	2	0	1	0	0	2	2	0	1	2	2	2	0	0	2	1	2	0	0	0	0	1	0	0	2	1	0	2	2	1	0	2	2	0	0	1	0	2	1	0	2
ADCY7	1	2	2	2	2	1	2	1	2	1	0	2	2	2	0	1	1	2	1	1	2	2	2	2	2	2	2	1	1	2	1	0	2	1	1	1	1	2	1	1	0	2	1	2	2	1	1	1	0	2	0	1	2	2	1	1	0	2	1	2	2	0	2	1	2	2	0	1	2	1	2	2	2	2	0	1	2	0	2	2	0	2	2	1	0	1	2	2	2	2	1	2	2	0	0	2	2	2	2	0	0	0	2	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	1	2	2	2	2	2	0	2	2	2	0	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	0	1	2	1	2	0	2	2	1	2	2	2	2	1	2	1	1	0	2	1	2	2	2	0	2	1	0	1	0	2	1	2	1	1	2	2	2	0	1	1	0	2	2	2	2	2	2	2	1	1	2	1	2	2	1	0	2	2	2	1	2	1	1	2	1	0	1	1	2	0	1	1	2	1	2	2	2	1	0	1	1	2	0	1	2	1	2	1	2	2	1	0	2	0	2	2	2	0	2	2	1	2	2	2	1	2	1	2	2	2	0	0	2	1	1	2	1	1	2	0	1	1	2	2	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	1	2	0	2	1	0	1	2	1	2	0	1	2	1	0	1	0	2	2	2	2	1	0	2	1	2	0	2	1	2	2	2	2	0	1	0	0	2	2	2	1	2	2	2	2	2	0	1	2	2	2	2	1	2	0	2	0	2	2	1	2	1	2	1	1	2	1	1	2	2	1	2	2	2	1	2	1	0	2	2	2	2	2	2	1	1	1	1	1	2	2	0
ADORA2B	0	2	0	0	2	1	0	0	0	1	2	0	0	1	0	0	2	2	0	1	2	0	2	0	0	0	1	0	1	0	2	0	0	0	2	0	2	0	0	2	0	2	0	2	2	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	2	0	2	1	0	0	0	1	0	0	2	0	0	0	2	2	0	0	0	2	0	0	1	2	0	0	1	0	0	2	0	0	1	0	2	0	0	1	1	1	0	1	2	1	1	2	2	1	1	1	2	1	0	2	0	2	0	2	0	0	0	0	0	2	0	0	2	2	2	1	1	1	1	2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	2	2	2	2	2	0	0	0	0	2	0	2	0	1	2	0	0	2	2	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	2	2	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	2	2	1	2	0	2	0	2	0	0	0	0	0	2	2	2	1	2	2	0	1	2	1	0	0	0	1	0	0	0	0	2	0	2	2	2	0	0	2	0	2	0	1	0	2	0	0	0	1	2	0	2	2	1	0	0	0	0	2	1	2	0	0	1	2	2	0	0	1	2	1	2	2	0	2	1	2	2	1	1	2	0	0	2	0	1	0	0	2	2	0	0	2	0	1	0	1	1	2	1	0	0	2	0	2	0	0	0	2	0	1	0	1	1	0	2	0	0	0	0	2	0	1	0	2	2	2	0	2	1	2	0	0	1	1	2	0	0	1	2	0	2	1	0	0	1	1	0	0	0	0	0	0	0	2	0	1	2	0	0	1	2	0	0	0	1	0	0	0
ADORA3	0	2	1	0	2	1	0	1	1	0	0	1	2	2	1	2	0	1	1	0	2	0	2	1	2	0	0	1	0	1	0	0	1	1	2	2	2	1	1	0	2	0	1	0	1	1	1	0	0	2	0	2	0	1	1	1	0	0	0	1	0	2	1	0	1	0	0	2	0	1	1	1	2	1	0	1	0	2	2	0	2	2	1	1	0	0	0	1	2	1	1	1	2	2	1	0	0	1	2	0	1	1	0	2	0	2	0	1	0	1	2	1	2	0	0	0	2	1	0	1	2	0	1	1	0	1	1	0	0	0	1	0	1	1	0	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	0	2	0	0	1	1	2	1	1	1	1	1	1	1	2	1	1	0	1	0	0	2	2	0	0	0	1	1	0	2	2	0	0	2	1	0	0	1	1	2	1	2	2	2	1	0	0	1	0	1	1	0	0	0	0	2	1	1	2	0	2	1	0	1	0	1	0	1	2	0	1	0	2	0	1	2	0	1	0	1	1	0	2	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	2	1	1	2	0	0	1	0	2	1	2	0	1	1	0	2	0	1	1	2	1	1	0	1	2	1	2	1	1	2	1	2	0	0	1	1	1	1	2	1	1	0	1	1	2	1	1	2	1	1	0	1	2	1	1	0	0	0	2	0	2	1	0	1	0	2	2	0	1	2	1	1	2	1	1	0	1	0	0	0	2	0	0	1	1	2	0	0	1	1	0	1	1	0	0	0	1	2	2	0	2	0	0	1	0	0	1	2	0	1	2	1	1	2
AIF1	0	0	2	0	1	1	2	0	2	1	2	0	0	1	2	0	2	0	1	0	0	2	0	0	0	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	2	2	1	0	2	1	1	0	0	1	0	2	0	1	0	1	0	2	0	0	1	0	2	2	2	2	0	1	0	2	0	2	0	0	2	0	1	2	2	0	1	1	0	0	1	0	2	0	2	0	0	2	0	0	2	2	0	1	1	2	1	1	1	1	2	1	1	0	0	1	0	0	1	1	2	1	1	0	0	0	1	0	1	1	0	0	0	0	2	2	2	0	2	1	0	0	0	1	1	0	0	0	2	0	1	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	1	2	1	0	2	2	0	0	1	2	0	1	0	0	1	0	1	1	0	2	2	2	1	1	1	2	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	2	0	2	0	1	0	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0	0	0	0	0	2	0	1	2	0	2	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	2	2	2	0	2	2	1	0	1	0	0	1	0	1	0	0	2	1	1	1	1	0	1	2	0	0	0	0	2	0	1	0	2	0	1	0	0	1	0	0	2	0	0	1	0	2	2	1	0	0	1	1	0	2	2	2	0	0	1	0	2	2	0	0	0	1	2	0	2	1	0	0	0	2	1	2	2	2	1	0	0	2	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	2	0	1	0	1	1
